,error,file_name,output
53,0,indian-license-plates/in/Hyundai-Getz-Prime-524261c.jpg_0000_0294_0310_0257_0055.png,B
54,0,indian-license-plates/in/Volkswagen-Vento-513903d.jpg_0343_-032_0126_0129_0036.png,
55,0,indian-license-plates/in/Honda-City-ZX-525608b.jpg_0323_0061_0437_0144_0035.png,N
56,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-514762c.jpg_0000_0121_0203_0214_0065.png,
57,0,indian-license-plates/in/Maruti-Suzuki-Omni-529383c.jpg_0006_0383_0376_0151_0061.png,
58,0,indian-license-plates/in/Hyundai-i10-522757b.jpg_0000_0299_0536_0251_0053.png,DL20AM0382
59,0,indian-license-plates/in/Maruti-Suzuki-Swift-522136d.jpg_0005_0401_0386_0190_0057.png,
60,0,indian-license-plates/in/Hyundai-Accent-527665g.jpg_0000_0250_0184_0105_0033.png,
61,0,indian-license-plates/in/Maruti-Suzuki-Alto-521436c.jpg_0002_0206_0510_0296_0080.png,
62,0,indian-license-plates/in/Hyundai-Santro-Xing-523683b.jpg_0032_0374_0221_0044_0015.png,BA
63,0,indian-license-plates/in/Maruti-Suzuki-A-Star-523821c.jpg_0000_0346_0423_0148_0034.png,AQ64
64,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-527180b.jpg_0331_0085_0328_0175_0043.png,MH64EQ1495
65,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-522637b.jpg_0000_0158_0183_0106_0024.png,
66,0,indian-license-plates/in/Hyundai-i10-526446e.jpg_0356_0206_0461_0214_0064.png,
67,0,indian-license-plates/in/Mahindra-Scorpio-525188c.jpg_0000_0275_0362_0223_0042.png,GJ18BS
68,0,indian-license-plates/in/Honda-Civic-529615e.jpg_0000_0310_0256_0170_0048.png,HM
69,0,indian-license-plates/in/Honda-City-ZX-521136c.jpg_0001_0195_0381_0309_0083.png,BM51L
70,0,indian-license-plates/in/Chevrolet-Spark-525141d.jpg_0000_0321_0240_0205_0060.png,
71,0,indian-license-plates/in/Hyundai-i20-527396b.jpg_0000_0356_0428_0209_0049.png,
72,0,indian-license-plates/in/Chevrolet-Spark-522822c.jpg_0000_0274_0337_0262_0061.png,B
73,0,indian-license-plates/in/Chevrolet-Optra-522225c.jpg_0000_0295_0308_0214_0078.png,
74,0,indian-license-plates/in/Honda-City-526141b.jpg_0000_0133_0435_0180_0033.png,AA09ZT1
75,0,indian-license-plates/in/Hyundai-i10-530381c.jpg_0350_0277_0433_0192_0046.png,ND81RA463
76,0,indian-license-plates/in/Maruti-Suzuki-Swift-515757c.jpg_0000_0149_0288_0146_0063.png,
77,0,indian-license-plates/in/Mahindra-Scorpio-525444c.jpg_0000_0251_0364_0184_0043.png,TN36
78,0,indian-license-plates/in/Maruti-Suzuki-Swift-525735b.jpg_0000_0061_0474_0147_0095.png,
79,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-522229c.jpg_0000_0289_0357_0183_0045.png,
80,0,indian-license-plates/in/Honda-City-ZX-522224c.jpg_0000_0312_0312_0203_0061.png,
81,0,indian-license-plates/in/Maruti-Suzuki-Omni-525274c.jpg_0000_0095_0125_0067_0015.png,KT
82,0,indian-license-plates/in/Hyundai-Verna-529507c.jpg_0000_0181_0187_0198_0058.png,
83,0,indian-license-plates/in/Maruti-Suzuki-Esteem-523244b.jpg_0000_0090_0285_0110_0040.png,
84,0,indian-license-plates/in/Toyota-Innova-529206c.jpg_0000_0283_0338_0263_0091.png,
85,0,indian-license-plates/in/Hyundai-i10-525082b.jpg_0000_0118_0263_0122_0027.png,
86,0,indian-license-plates/in/Hyundai-Accent-517633c.jpg_0000_0110_0215_0159_0063.png,
87,0,indian-license-plates/in/Chevrolet-Optra-520859b.jpg_0000_0303_0358_0200_0054.png,T
88,0,indian-license-plates/in/Honda-City-527044f.jpg_0348_0201_0348_0212_0054.png,CN01
89,0,indian-license-plates/in/Maruti-Suzuki-Zen-Estilo-519652d.jpg_0024_0577_0449_0146_0045.png,BK37EZ370
90,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-519452h.jpg_0358_0262_0439_0256_0051.png,MH05AX3626
91,0,indian-license-plates/in/Honda-City-523842c.jpg_0005_0426_0318_0160_0075.png,
92,0,indian-license-plates/in/Maruti-Suzuki-Alto-525711c.jpg_0000_0262_0357_0272_0064.png,AW00BF1772
93,0,indian-license-plates/in/Chevrolet-Cruze-524899c.jpg_0001_0245_0346_0243_0057.png,NB06FS361
94,0,indian-license-plates/in/Mahindra-Scorpio-524762c.jpg_0337_0011_0241_0113_0026.png,NN11
95,0,indian-license-plates/in/Toyota-Corolla-Altis-513912c.jpg_0002_0136_0184_0164_0040.png,DL30BY9795
96,0,indian-license-plates/in/Honda-Jazz-524452c.jpg_0003_0368_0320_0236_0075.png,
97,0,indian-license-plates/in/Hyundai-i10-526824c.jpg_0002_0302_0460_0207_0058.png,
98,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-526325c.jpg_0359_0227_0351_0242_0060.png,DL10LZ282
99,0,indian-license-plates/in/Maruti-Suzuki-Swift-525735b.jpg_0341_0074_0470_0153_0064.png,
100,0,indian-license-plates/in/Maruti-Suzuki-Ertiga-528640c.jpg_0000_0272_0486_0287_0067.png,
101,0,indian-license-plates/in/Maruti-Suzuki-Swift-529298c.jpg_0000_0284_0446_0247_0072.png,
102,0,indian-license-plates/in/Ford-Figo-525493c.jpg_0000_0249_0272_0314_0073.png,
103,0,indian-license-plates/in/Maruti-Suzuki-Alto-525338e.jpg_0005_0246_0260_0137_0044.png,
104,0,indian-license-plates/in/Maruti-Suzuki-Zen-Estilo-515142c.jpg_0000_0083_0269_0128_0027.png,
105,0,indian-license-plates/in/Mahindra-XUV-500-529230c.jpg_0354_0267_0275_0161_0047.png,HH14DA6516
106,0,indian-license-plates/in/Hyundai-Santro-Xing-519773e.jpg_0014_0514_0404_0120_0036.png,NE88
107,0,indian-license-plates/in/Honda-City-521205c.jpg_0000_0297_0332_0218_0062.png,HR26BH3664
108,0,indian-license-plates/in/Renault-Duster-523707b.jpg_0000_0273_0435_0210_0043.png,
109,0,indian-license-plates/in/Hyundai-Verna-524841c.jpg_0000_0351_0292_0199_0058.png,
110,0,indian-license-plates/in/Maruti-Suzuki-Alto-518935c.jpg_0000_0238_0489_0299_0073.png,
111,0,indian-license-plates/in/Maruti-Suzuki-Swift-528729c.jpg_0000_0329_0423_0190_0046.png,
112,0,indian-license-plates/in/Tata-Indica-Vista-513917d.jpg_0355_0144_0290_0143_0040.png,
113,0,indian-license-plates/in/Maruti-Suzuki-Alto-515755d.jpg_0000_0161_0182_0117_0038.png,M
114,0,indian-license-plates/in/Honda-City-530341c.jpg_0000_0363_0367_0258_0077.png,
115,0,indian-license-plates/in/Toyota-Corolla-Altis-516141e.jpg_0000_0318_0330_0183_0043.png,
116,0,indian-license-plates/in/Mahindra-Scorpio-525112b.jpg_0343_0114_0403_0159_0047.png,D
117,0,indian-license-plates/in/Maruti-Suzuki-Alto-525338b.jpg_0000_0118_0287_0110_0030.png,
118,0,indian-license-plates/in/Hyundai-i10-527034f.jpg_0014_0311_0510_0241_0058.png,BZ33
119,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-524426d.jpg_0031_0699_0494_0120_0033.png,MW
120,0,indian-license-plates/in/Maruti-Suzuki-800-526454b.jpg_0000_0247_0450_0247_0058.png,AG79
121,0,indian-license-plates/in/Maruti-Suzuki-Swift-526743d.jpg_0348_0107_0323_0106_0037.png,
122,0,indian-license-plates/in/Maruti-Suzuki-Swift-526743c.jpg_0000_0263_0501_0147_0064.png,
123,0,indian-license-plates/in/Maruti-Suzuki-Ertiga-514468h.jpg_0017_0694_0255_0156_0036.png,N
124,0,indian-license-plates/in/Chevrolet-Cruze-524697c.jpg_0005_0403_0296_0178_0057.png,
125,0,indian-license-plates/in/Hyundai-Santro-Xing-529424c.jpg_0000_0311_0407_0186_0043.png,UP16AN0179
126,0,indian-license-plates/in/Maruti-Suzuki-Swift-527561g.jpg_0020_0410_0288_0059_0028.png,S
127,0,indian-license-plates/in/Honda-City-528642b.jpg_0018_0324_0204_0074_0031.png,
128,0,indian-license-plates/in/Hyundai-i10-527133d.jpg_0000_0634_0354_0110_0046.png,
129,0,indian-license-plates/in/Hyundai-Verna-528714c.jpg_0346_0164_0421_0267_0074.png,SI
130,0,indian-license-plates/in/Honda-City-528530d.jpg_0355_0275_0281_0208_0053.png,HH13AZ6629
131,0,indian-license-plates/in/Hyundai-i20-527245c.jpg_0020_0551_0493_0157_0057.png,Z
132,0,indian-license-plates/in/Honda-CR-V-529612e.jpg_0000_0337_0400_0155_0046.png,
133,0,indian-license-plates/in/Maruti-Suzuki-800-527755b.jpg_0337_0161_0405_0152_0035.png,
134,0,indian-license-plates/in/Hyundai-Verna-527654b.jpg_0019_0409_0288_0084_0019.png,S
135,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-521936b.jpg_0000_0346_0428_0151_0064.png,
136,0,indian-license-plates/in/Chevrolet-Spark-516577c.jpg_0000_0229_0215_0180_0053.png,
137,0,indian-license-plates/in/Honda-City-529582e.jpg_0000_0308_0262_0131_0048.png,
138,0,indian-license-plates/in/Hyundai-i10-525082d.jpg_0000_0113_0251_0126_0041.png,
139,0,indian-license-plates/in/Mahindra-Scorpio-518977c.jpg_0000_0349_0284_0164_0046.png,
140,0,indian-license-plates/in/Honda-City-529661b.jpg_0001_0229_0207_0207_0059.png,F
141,0,indian-license-plates/in/Hyundai-i10-527542h.jpg_0000_0279_0471_0225_0052.png,MH62BY9142
142,0,indian-license-plates/in/Maruti-Suzuki-Zen-525294c.jpg_0000_0274_0318_0199_0046.png,HH07BY6575
143,0,indian-license-plates/in/Honda-Civic-523450c.jpg_0026_0549_0446_0130_0035.png,
144,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-1-0-528441c.jpg_0000_0244_0452_0241_0076.png,M
145,0,indian-license-plates/in/Mahindra-Scorpio-530378c.jpg_0007_0314_0397_0236_0054.png,BB37
146,0,indian-license-plates/in/Honda-City-528530c.jpg_0354_0082_0335_0186_0055.png,AH91BN1951
147,0,indian-license-plates/in/Maruti-Suzuki-Zen-Estilo-519652b.jpg_0038_0641_0440_0190_0047.png,BZ37ZZ
148,0,indian-license-plates/in/Fiat-Grande-Punto-525629c.jpg_0000_0293_0434_0216_0057.png,
149,0,indian-license-plates/in/Chevrolet-Spark-522613b.jpg_0000_0306_0491_0180_0059.png,WQ8
150,0,indian-license-plates/in/Skoda-Fabia-520019h.jpg_0000_0283_0326_0212_0107.png,
151,0,indian-license-plates/in/Hyundai-Santro-525251b.jpg_0342_0023_0244_0131_0032.png,
152,0,indian-license-plates/in/Ford-Figo-514785e.jpg_0000_0122_0173_0143_0042.png,
153,0,indian-license-plates/in/Hyundai-i20-522790c.jpg_0000_0290_0473_0167_0064.png,
154,0,indian-license-plates/in/Ford-Ikon-527722b.jpg_0350_0092_0167_0143_0054.png,
155,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-529446c.jpg_0000_0285_0292_0223_0074.png,
156,0,indian-license-plates/in/Honda-City-528642d.jpg_0000_0314_0111_0071_0040.png,
157,0,indian-license-plates/in/Hyundai-i20-520950c.jpg_0003_0101_0187_0087_0020.png,TN13AM3234
158,0,indian-license-plates/in/Toyota-Etios-518765c.jpg_0004_0315_0390_0191_0047.png,
159,0,indian-license-plates/in/Volkswagen-Polo-525091b.jpg_0336_0157_0370_0164_0047.png,
160,0,indian-license-plates/in/Hyundai-i10-529134c.jpg_0000_0096_0181_0090_0021.png,
161,0,indian-license-plates/in/Mahindra-Scorpio-520584c.jpg_0000_0331_0337_0176_0041.png,HB26ZS967
162,0,indian-license-plates/in/Maruti-Suzuki-Ertiga-513896c.jpg_0001_0137_0234_0171_0041.png,HR26BT9791
163,0,indian-license-plates/in/Chevrolet-Beat-514297d.jpg_0000_0192_0195_0128_0036.png,AS
164,0,indian-license-plates/in/Audi-A6-528818b.jpg_0000_0311_0286_0189_0044.png,KA03HS7979
165,0,indian-license-plates/in/Honda-Jazz-527431c.jpg_0000_0301_0264_0170_0031.png,
166,0,indian-license-plates/in/Maruti-Suzuki-Swift-525066c.jpg_0337_0074_0451_0168_0055.png,MW51SN5815
167,0,indian-license-plates/in/Toyota-Innova-519620c.jpg_0006_0356_0372_0258_0098.png,
168,0,indian-license-plates/in/Hyundai-Santro-Xing-521162c.jpg_0000_0267_0291_0246_0086.png,
169,0,indian-license-plates/in/Hyundai-Verna-529892c.jpg_0000_0298_0305_0207_0052.png,MH34BS9
170,0,indian-license-plates/in/Toyota-Innova-530293d.jpg_0022_0698_0466_0128_0044.png,
171,0,indian-license-plates/in/Maruti-Suzuki-Alto-526476b.jpg_0002_0314_0476_0168_0040.png,KA02MB677
172,0,indian-license-plates/in/Maruti-Suzuki-SX4-518929c.jpg_0000_0179_0302_0297_0138.png,
173,0,indian-license-plates/in/Mahindra-Scorpio-525108c.jpg_0353_0270_0352_0168_0060.png,
174,0,indian-license-plates/in/Maruti-Suzuki-Alto-528911d.jpg_0022_0572_0454_0136_0040.png,
175,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-523089c.jpg_0000_0264_0354_0268_0078.png,SB43
176,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-529747c.jpg_0000_0299_0367_0231_0054.png,
177,0,indian-license-plates/in/Renault-Duster-529597c.jpg_0000_0316_0383_0174_0040.png,S
178,0,indian-license-plates/in/Honda-City-529579e.jpg_0000_0316_0276_0189_0064.png,
179,0,indian-license-plates/in/Hyundai-Fluidic-Verna-526387d.jpg_0000_0247_0399_0273_0068.png,
180,0,indian-license-plates/in/Hyundai-i20-523669b.jpg_0000_0277_0484_0223_0045.png,NT04FT6365
181,0,indian-license-plates/in/Ford-Ikon-527722e.jpg_0345_0077_0267_0125_0037.png,
182,0,indian-license-plates/in/Skoda-Fabia-527240c.jpg_0337_0015_0279_0222_0075.png,
183,0,indian-license-plates/in/Hyundai-Santro-528482c.jpg_0000_0257_0328_0295_0092.png,
184,0,indian-license-plates/in/Hyundai-i10-529183c.jpg_0000_0248_0529_0294_0078.png,A
185,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-526288c.jpg_0000_0306_0329_0183_0050.png,WB05Z
186,0,indian-license-plates/in/Hyundai-Santro-Xing-529825c.jpg_0354_0222_0330_0250_0083.png,
187,0,indian-license-plates/in/Honda-Civic-527728g.jpg_0345_0092_0181_0119_0043.png,E
188,0,indian-license-plates/in/Hyundai-Santro-529806c.jpg_0000_0325_0365_0196_0041.png,AB94
189,0,indian-license-plates/in/Ford-Fiesta-525974c.jpg_0000_0287_0375_0180_0046.png,
190,0,indian-license-plates/in/Chevrolet-Spark-523905c.jpg_0000_0237_0336_0257_0066.png,
191,0,indian-license-plates/in/Hyundai-i20-525750h.jpg_0333_0115_0398_0114_0036.png,TW81WN888
192,0,indian-license-plates/in/Hyundai-Verna-513186b.jpg_0000_0148_0260_0074_0017.png,
193,0,indian-license-plates/in/Volkswagen-Vento-524292c.jpg_0022_0572_0335_0166_0058.png,
194,0,indian-license-plates/in/Honda-Civic-521912c.jpg_0357_0208_0431_0252_0059.png,WB26HS705
195,0,indian-license-plates/in/Honda-City-525738d.jpg_0343_0050_0217_0176_0059.png,
196,0,indian-license-plates/in/Volkswagen-Polo-525129c.jpg_0356_0234_0492_0282_0046.png,AP29BM5949
197,0,indian-license-plates/in/Ford-Fiesta-527953c.jpg_0001_0210_0331_0242_0056.png,Q
198,0,indian-license-plates/in/Hyundai-i20-522653c.jpg_0357_0288_0500_0219_0051.png,R
199,0,indian-license-plates/in/Toyota-Innova-520368c.jpg_0350_0238_0372_0152_0053.png,AL99OO
200,0,indian-license-plates/in/Chevrolet-Beat-530356c.jpg_0000_0258_0394_0193_0059.png,KD36
201,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-524356b.jpg_0000_0305_0417_0184_0047.png,
202,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-523455c.jpg_0017_0368_0350_0235_0067.png,TN32AJ777
203,0,indian-license-plates/in/Maruti-Suzuki-Zen-Estilo-515306e.jpg_0023_0488_0369_0100_0036.png,
204,0,indian-license-plates/in/Maruti-Suzuki-SX4-519714d.jpg_0000_0200_0236_0181_0042.png,DL
205,0,indian-license-plates/in/Honda-City-ZX-528206c.jpg_0004_0167_0337_0174_0043.png,
206,0,indian-license-plates/in/Maruti-Suzuki-Alto-520547c.jpg_0357_0134_0227_0155_0045.png,TT
207,0,indian-license-plates/in/Hyundai-i20-523847b.jpg_0330_0064_0323_0088_0034.png,
208,0,indian-license-plates/in/Maruti-Suzuki-Alto-800-530088b.jpg_0000_0333_0356_0218_0064.png,
209,0,indian-license-plates/in/Maruti-Suzuki-Swift-528815e.jpg_0342_0102_0455_0226_0070.png,
210,0,indian-license-plates/in/Hyundai-Verna-528218e.jpg_0000_0222_0166_0154_0045.png,E
211,0,indian-license-plates/in/Maruti-Suzuki-Alto-527564c.jpg_0000_0111_0268_0108_0023.png,BD40TD16
212,0,indian-license-plates/in/Hyundai-i20-519841c.jpg_0029_0586_0342_0128_0053.png,
213,0,indian-license-plates/in/Hyundai-Sonata-Embera-527726h.jpg_0017_0377_0323_0096_0030.png,
214,0,indian-license-plates/in/Maruti-Suzuki-SX4-522933c.jpg_0000_0322_0307_0276_0089.png,D
215,0,indian-license-plates/in/Tata-Nano-527807c.jpg_0358_0302_0487_0248_0055.png,AP4
216,0,indian-license-plates/in/Volkswagen-Polo-521108c.jpg_0000_0283_0435_0223_0052.png,S
217,0,indian-license-plates/in/Honda-Civic-528786c.jpg_0000_0251_0279_0260_0085.png,
218,0,indian-license-plates/in/Hyundai-i20-522467c.jpg_0357_0284_0423_0156_0041.png,
219,0,indian-license-plates/in/Mahindra-XUV-500-529230d.jpg_0000_0497_0300_0111_0054.png,
220,0,indian-license-plates/in/Hyundai-Santro-Xing-529835c.jpg_0000_0337_0298_0202_0064.png,
221,0,indian-license-plates/in/Honda-City-ZX-524688g.jpg_0008_0393_0386_0126_0029.png,G
222,0,indian-license-plates/in/Tata-Nano-521319c.jpg_0000_0146_0370_0152_0039.png,
223,0,indian-license-plates/in/Maruti-Suzuki-Ertiga-514468d.jpg_0000_0073_0350_0109_0060.png,
224,0,indian-license-plates/in/Hyundai-Verna-530303c.jpg_0000_0355_0286_0178_0054.png,D
225,0,indian-license-plates/in/Chevrolet-Spark-527455c.jpg_0004_0337_0287_0203_0049.png,MB11W
226,0,indian-license-plates/in/Hyundai-Santro-523528c.jpg_0009_0416_0402_0265_0074.png,
227,0,indian-license-plates/in/Tata-Sumo-528030c.jpg_0000_0351_0496_0179_0042.png,
228,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-526230c.jpg_0002_0284_0289_0216_0052.png,MQ86
229,0,indian-license-plates/in/Honda-City-524188c.jpg_0338_0187_0369_0157_0042.png,MW15EN550
230,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-527243d.jpg_0000_0278_0256_0178_0052.png,Q
231,0,indian-license-plates/in/Hyundai-Getz-Prime-525864c.jpg_0004_0317_0366_0317_0088.png,
232,0,indian-license-plates/in/Chevrolet-Beat-520933g.jpg_0000_0166_0238_0097_0032.png,HS26O
233,0,indian-license-plates/in/Maruti-Suzuki-SX4-528726c.jpg_0000_0316_0293_0184_0052.png,
234,0,indian-license-plates/in/Hyundai-Santro-Xing-528552c.jpg_0009_0434_0383_0171_0058.png,
235,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-526686b.jpg_0337_0161_0386_0142_0044.png,
236,0,indian-license-plates/in/Volkswagen-Passat-528655b.jpg_0353_0216_0366_0224_0052.png,
237,0,indian-license-plates/in/Honda-City-529940c.jpg_0000_0259_0289_0214_0065.png,
238,0,indian-license-plates/in/Honda-Brio-526822c.jpg_0000_0290_0421_0250_0079.png,
239,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-525865c.jpg_0005_0322_0383_0305_0092.png,
240,0,indian-license-plates/in/Mahindra-Scorpio-517155e.jpg_0349_0135_0326_0107_0035.png,BM14BK1155
241,0,indian-license-plates/in/Skoda-Fabia-517152b.jpg_0013_0493_0445_0174_0044.png,
242,0,indian-license-plates/in/Hyundai-Getz-528810c.jpg_0012_0476_0437_0156_0043.png,
243,0,indian-license-plates/in/Hyundai-Santro-Xing-527539c.jpg_0351_0003_0315_0212_0058.png,HR26AK5022
244,0,indian-license-plates/in/Maruti-Suzuki-Swift-519695h.jpg_0336_0004_0378_0104_0047.png,NN51S
245,0,indian-license-plates/in/Maruti-Suzuki-Alto-530128b.jpg_0018_0681_0538_0169_0039.png,
246,0,indian-license-plates/in/Hyundai-i20-529993b.jpg_0021_0607_0428_0137_0047.png,
247,0,indian-license-plates/in/Honda-City-524408c.jpg_0000_0293_0226_0231_0065.png,
248,0,indian-license-plates/in/Renault-Fluence-529426c.jpg_0000_0329_0312_0233_0067.png,
249,0,indian-license-plates/in/Maruti-Suzuki-Wagon-R-524356c.jpg_0022_0411_0293_0082_0029.png,
250,0,indian-license-plates/in/Hyundai-i20-529993e.jpg_0000_0261_0442_0213_0063.png,
251,0,indian-license-plates/in/Hyundai-i20-527596c.jpg_0000_0243_0512_0285_0073.png,
252,0,indian-license-plates/in/Maruti-Suzuki-Ertiga-525955b.jpg_0012_0586_0402_0121_0047.png,MS78JE809
253,0,indian-license-plates/in/Maruti-Suzuki-Alto-515313d.jpg_0000_0413_0388_0171_0090.png,
254,0,indian-license-plates/in/Hyundai-i10-521281c.jpg_0000_0306_0503_0189_0063.png,
255,0,indian-license-plates/in/Maruti-Suzuki-Swift-Dzire-526239c.jpg_0015_0456_0286_0161_0082.png,B
256,0,indian-license-plates/in/Skoda-Fabia-520019f.jpg_0000_0337_0525_0183_0062.png,
257,0,indian-license-plates/in/Honda-City-527919c.jpg_0000_0316_0315_0245_0057.png,NB61AE1118
258,0,indian-license-plates/in/Hyundai-Santro-Xing-527023b.jpg_0000_0152_0195_0091_0024.png,
259,0,indian-license-plates/in/Maruti-Suzuki-Swift-521607c.jpg_0000_0260_0364_0213_0059.png,
